module,kind,name,size,align,members,file,line
lmd-rt,struct,gc_object_slab,48,8,6,lambda/runtime/gc/gc_object_zone.h,49
lmd-rt,struct,gc_slab_range,16,8,2,lambda/runtime/gc/gc_object_zone.h,63
lmd-rt,struct,gc_object_zone,280,8,14,lambda/runtime/gc/gc_object_zone.h,72
lmd-rt,class,InterpFrameGuard,160,8,4,lambda/runtime/interp.cpp,51
lmd-rt,class,Scratch,24,8,3,lambda/runtime/interp.cpp,105
lmd-rt,enum,InterpArrayKind,4,4,4,lambda/runtime/interp.cpp,769
lmd-rt,class,InterpContextGuard,48,8,2,lambda/runtime/interp.cpp,954
lmd-rt,class,InterpErrorContextGuard,24,8,2,lambda/runtime/interp.cpp,975
lmd-rt,struct,ForCtx,24,8,3,lambda/runtime/interp.cpp,1239
lmd-rt,enum,LambdaTier,4,4,3,lambda/runtime/interp.hpp,20
lmd-rt,enum,EvalMode,1,1,1,lambda/runtime/interp.hpp,37
lmd-rt,enum,EvalSignal,1,1,6,lambda/runtime/interp.hpp,44
lmd-rt,struct,InterpFrame,88,8,14,lambda/runtime/interp.hpp,70
lmd-rt,struct,InterpContext,40,8,5,lambda/runtime/interp.hpp,102
lmd-rt,struct,InterpErrorContext,16,8,2,lambda/runtime/interp.hpp,114
lmd-rt,struct,InterpState,72,8,10,lambda/runtime/interp.hpp,119
lmd-rt,struct,InterpRunStats,40,8,5,lambda/runtime/interp.hpp,134
lmd-rt,struct,ScanCtx,4,2,2,lambda/runtime/interp_plan.cpp,349
lmd-rt,struct,PlanCtx,40,8,7,lambda/runtime/interp_plan.cpp,607
lmd-rt,struct,NeedAcc,4,4,1,lambda/runtime/interp_plan.cpp,731
lmd-rt,struct,LambdaSymbolKeyList,48,8,3,lambda/runtime/lambda-data-runtime.cpp,69
lmd-rt,struct,GroupHashEntry,16,8,2,lambda/runtime/lambda-data-runtime.cpp,1693
lmd-rt,struct,JoinHashEntry,24,8,3,lambda/runtime/lambda-data-runtime.cpp,1838
lmd-rt,struct,Dl_info,32,8,4,lambda/runtime/lambda-error.cpp,21
lmd-rt,struct,ErrorCodeInfo,24,8,3,lambda/runtime/lambda-error.cpp,69
lmd-rt,struct,DebugInfoList,24,8,3,lambda/runtime/lambda-error.cpp,215
lmd-rt,enum,LambdaErrorCode,4,4,92,lambda/runtime/lambda-error.h,40
lmd-rt,struct,SourceLocation,32,8,6,lambda/runtime/lambda-error.h,161
lmd-rt,struct,StackFrame,56,8,4,lambda/runtime/lambda-error.h,174
lmd-rt,struct,RawStackTrace,32,8,5,lambda/runtime/lambda-error.h,184
lmd-rt,struct,LambdaError,160,8,23,lambda/runtime/lambda-error.h,196
lmd-rt,enum,LambdaFaultReason,4,4,5,lambda/runtime/lambda-error.h,230
lmd-rt,struct,LambdaFaultRecord,176,8,4,lambda/runtime/lambda-error.h,238
lmd-rt,struct,FuncDebugInfo,40,8,5,lambda/runtime/lambda-error.h,250
lmd-rt,struct,SizedIntegerValue,24,8,4,lambda/runtime/lambda-eval-num.cpp,196
lmd-rt,enum,SizedIntegerOp,4,4,5,lambda/runtime/lambda-eval-num.cpp,203
lmd-rt,enum,SizedFloatOp,4,4,4,lambda/runtime/lambda-eval-num.cpp,211
lmd-rt,enum,SizedBitwiseOp,4,4,3,lambda/runtime/lambda-eval-num.cpp,218
lmd-rt,struct,BitwiseIntegerValue,32,8,2,lambda/runtime/lambda-eval-num.cpp,657
lmd-rt,enum,NumericVectorUnaryOp,4,4,4,lambda/runtime/lambda-eval-num.cpp,920
lmd-rt,enum,LambdaDynamicCallMode,4,4,2,lambda/runtime/lambda-eval.cpp,875
lmd-rt,enum,ScalarOrder,4,4,5,lambda/runtime/lambda-eval.cpp,2532
lmd-rt,struct,(anonymous),12,4,3,lambda/runtime/lambda-eval.cpp,3022
lmd-rt,struct,(anonymous),12,4,3,lambda/runtime/lambda-eval.cpp,3023
lmd-rt,struct,(anonymous),12,4,3,lambda/runtime/lambda-eval.cpp,3024
lmd-rt,struct,(anonymous),16,4,3,lambda/runtime/lambda-eval.cpp,3025
lmd-rt,struct,FindReplaceOptions,24,8,5,lambda/runtime/lambda-eval.cpp,5784
lmd-rt,struct,MutableCloneEntry,16,8,2,lambda/runtime/lambda-eval.cpp,6985
lmd-rt,struct,MutableCloneContext,8,8,1,lambda/runtime/lambda-eval.cpp,6990
lmd-rt,struct,CowProfileTypeCounters,32,8,4,lambda/runtime/lambda-eval.cpp,7360
lmd-rt,struct,CowProfileCounters,1056,8,21,lambda/runtime/lambda-eval.cpp,7367
lmd-rt,struct,CowProfileLifetime,1,1,0,lambda/runtime/lambda-eval.cpp,7413
lmd-rt,struct,LambdaRegionBlock,24,8,4,lambda/runtime/lambda-mem.cpp,33
lmd-rt,struct,LambdaRegion,16,8,2,lambda/runtime/lambda-mem.cpp,40
lmd-rt,enum,LambdaNumericRuntimePartKind,4,4,3,lambda/runtime/lambda-number-runtime.hpp,32
lmd-rt,struct,LambdaNumericRuntimePart,32,8,4,lambda/runtime/lambda-number-runtime.hpp,38
lmd-rt,struct,LambdaNumericComparison,3,1,3,lambda/runtime/lambda-number-runtime.hpp,45
lmd-rt,enum,LambdaSliceStatus,4,4,3,lambda/runtime/lambda-number-runtime.hpp,143
lmd-rt,enum,LambdaNumericKind,4,4,15,lambda/runtime/lambda-number.hpp,9
lmd-rt,enum,LambdaNumericOpFamily,4,4,8,lambda/runtime/lambda-number.hpp,27
lmd-rt,enum,LambdaNumericOverflow,4,4,3,lambda/runtime/lambda-number.hpp,43
lmd-rt,struct,LambdaNumericDecision,20,4,5,lambda/runtime/lambda-number.hpp,49
lmd-rt,class,RootFrame,48,8,1,lambda/runtime/lambda-root-frame.hpp,13
lmd-rt,class,RootSpan,48,8,1,lambda/runtime/lambda-root-frame.hpp,39
lmd-rt,class,Rooted,16,8,2,lambda/runtime/lambda-root-frame.hpp,89
lmd-rt,class,LambdaHandle,8,8,1,lambda/runtime/lambda-root-frame.hpp,116
lmd-rt,class,LambdaMutableHandle,8,8,1,lambda/runtime/lambda-root-frame.hpp,135
lmd-rt,class,PersistentRooted,16,8,2,lambda/runtime/lambda-root-frame.hpp,168
lmd-rt,class,AutoAssertNoGC,1,1,0,lambda/runtime/lambda-root-frame.hpp,189
lmd-rt,class,AutoDeferGC,1,1,0,lambda/runtime/lambda-root-frame.hpp,198
lmd-rt,enum,ReduceOp,4,4,5,lambda/runtime/lambda-vector.cpp,3500
lmd-rt,enum,StencilOp,4,4,5,lambda/runtime/lambda-vector.cpp,4012
lmd-rt,enum,BorderMode,4,4,4,lambda/runtime/lambda-vector.cpp,4013
lmd-rt,struct,MirImportEntry,320,8,5,lambda/runtime/mir_emitter_shared.hpp,24
lmd-rt,struct,MirImportCacheEntry,328,8,2,lambda/runtime/mir_emitter_shared.hpp,32
lmd-rt,struct,VarEntry,160,8,46,lambda/runtime/mir_emitter_shared.hpp,37
lmd-rt,struct,VarScopeEntry,168,8,2,lambda/runtime/mir_emitter_shared.hpp,112
lmd-rt,struct,MirRootCandidate,12,4,3,lambda/runtime/mir_emitter_shared.hpp,257
lmd-rt,struct,MirGcCallSite,16,8,3,lambda/runtime/mir_emitter_shared.hpp,263
lmd-rt,struct,MirRootWriteBackResult,20,4,5,lambda/runtime/mir_emitter_shared.hpp,269
lmd-rt,enum,MirScalarReturnMode,4,4,5,lambda/runtime/mir_emitter_shared.hpp,277
lmd-rt,struct,MirRootBinding,12,4,3,lambda/runtime/mir_emitter_shared.hpp,284
lmd-rt,struct,MirPendingRootStore,16,8,3,lambda/runtime/mir_emitter_shared.hpp,289
lmd-rt,struct,MirEnvBinding,8,4,2,lambda/runtime/mir_emitter_shared.hpp,294
lmd-rt,enum,MirEntryMode,4,4,2,lambda/runtime/mir_emitter_shared.hpp,298
lmd-rt,enum,MirFrameRefKind,4,4,4,lambda/runtime/mir_emitter_shared.hpp,302
lmd-rt,struct,MirFrameRef,8,4,2,lambda/runtime/mir_emitter_shared.hpp,308
lmd-rt,enum,ScalarPayloadProvenance,4,4,5,lambda/runtime/mir_emitter_shared.hpp,312
lmd-rt,struct,MirValue,64,8,13,lambda/runtime/mir_emitter_shared.hpp,319
lmd-rt,enum,MirPendingMaterializeReason,4,4,9,lambda/runtime/mir_emitter_shared.hpp,341
lmd-rt,enum,MirValueDemand,4,4,5,lambda/runtime/mir_emitter_shared.hpp,353
lmd-rt,struct,MirCallOptions,8,4,3,lambda/runtime/mir_emitter_shared.hpp,360
lmd-rt,struct,MirCallResult,144,8,3,lambda/runtime/mir_emitter_shared.hpp,369
lmd-rt,struct,MirFunctionMetadata,32,8,9,lambda/runtime/mir_emitter_shared.hpp,374
lmd-rt,struct,MirScalarHomeBinding,8,4,2,lambda/runtime/mir_emitter_shared.hpp,385
lmd-rt,struct,MirScalarHomeFixup,16,8,3,lambda/runtime/mir_emitter_shared.hpp,389
lmd-rt,struct,MirFunctionPlan,40,8,9,lambda/runtime/mir_emitter_shared.hpp,394
lmd-rt,struct,MirFunctionArgumentState,132,4,2,lambda/runtime/mir_emitter_shared.hpp,416
lmd-rt,struct,MirFrameState,336,8,61,lambda/runtime/mir_emitter_shared.hpp,423
lmd-rt,struct,MirEmitter,720,8,29,lambda/runtime/mir_emitter_shared.hpp,501
lmd-rt,struct,MirRootLivenessBlock,8,4,2,lambda/runtime/mir_emitter_shared.hpp,1951
lmd-rt,struct,ModuleRegistry,32,8,4,lambda/runtime/module_registry.cpp,39
lmd-rt,struct,RegistryEntry,16,8,2,lambda/runtime/module_registry.cpp,47
lmd-rt,struct,ModuleNamespaceOps,32,8,4,lambda/runtime/module_registry.h,23
lmd-rt,struct,ModuleDescriptor,152,8,24,lambda/runtime/module_registry.h,31
lmd-rt,struct,Lexer,88,8,8,lambda/runtime/parse_type_pattern.cpp,24
lmd-rt,enum,LambdaRecoveryFrameCapability,4,4,4,lambda/runtime/recovery_frame.h,17
lmd-rt,enum,LambdaRecoveryFrameState,4,4,5,lambda/runtime/recovery_frame.h,24
lmd-rt,struct,LambdaRecoveryFrame,464,8,11,lambda/runtime/recovery_frame.h,34
lmd-rt,struct,RenderMapState,72,8,9,lambda/runtime/render_map.cpp,21
lmd-rt,struct,ReverseMapEntry,24,8,2,lambda/runtime/render_map.cpp,108
lmd-rt,struct,RenderMapKey,16,8,2,lambda/runtime/render_map.h,16
lmd-rt,struct,RenderMapEntry,48,8,6,lambda/runtime/render_map.h,22
lmd-rt,struct,RetransformResult,40,8,6,lambda/runtime/render_map.h,61
lmd-rt,struct,RenderMapLookup,16,8,2,lambda/runtime/render_map.h,90
lmd-rt,struct,PhaseProfile,592,8,12,lambda/runtime/runner.cpp,144
lmd-rt,struct,ImportLevelProfile,32,8,6,lambda/runtime/runner.cpp,161
lmd-rt,struct,ScriptIndexEntry,16,8,2,lambda/runtime/runner.cpp,348
lmd-rt,struct,ImportGraphNode,48,8,7,lambda/runtime/runner.cpp,932
lmd-rt,struct,PathIndexEntry,16,8,2,lambda/runtime/runner.cpp,943
lmd-rt,struct,CompileWorkerArg,24,8,3,lambda/runtime/runner.cpp,1106
lmd-rt,enum,FunctionSafety,4,4,4,lambda/runtime/safety_analyzer.hpp,25
lmd-rt,struct,FunctionCallInfo,24,8,4,lambda/runtime/safety_analyzer.hpp,34
lmd-rt,class,SafetyAnalyzer,1,1,0,lambda/runtime/safety_analyzer.hpp,89
lmd-rt,struct,SideStackRegion,32,8,4,lambda/runtime/side_stack.c,26
lmd-rt,struct,LambdaSideStackSnapshot,16,8,2,lambda/runtime/side_stack.h,17
lmd-rt,struct,LambdaRecoveryCheckpoint,48,8,5,lambda/runtime/side_stack.h,25
lmd-rt,struct,LambdaRootFrame,48,8,6,lambda/runtime/side_stack.h,35
lmd-rt,struct,RuntimeSourcePath,16,8,2,lambda/runtime/sys_func_registry.c,149
lmd-rt,struct,RuntimeSourcePos,24,8,2,lambda/runtime/sys_func_registry.c,153
lmd-rt,enum,CRetType,4,4,10,lambda/runtime/sys_func_registry.h,29
lmd-rt,enum,CArgConvention,4,4,2,lambda/runtime/sys_func_registry.h,43
lmd-rt,enum,SysFuncResultKind,4,4,7,lambda/runtime/sys_func_registry.h,52
lmd-rt,struct,SysFuncInfo,112,8,21,lambda/runtime/sys_func_registry.h,72
lmd-rt,enum,JitGcEffect,4,4,2,lambda/runtime/sys_func_registry.h,105
lmd-rt,enum,JitReentryEffect,4,4,3,lambda/runtime/sys_func_registry.h,110
lmd-rt,enum,JitExceptionEffect,4,4,4,lambda/runtime/sys_func_registry.h,118
lmd-rt,enum,JitNumberStackEffect,4,4,2,lambda/runtime/sys_func_registry.h,128
lmd-rt,enum,JitArgEffect,4,4,5,lambda/runtime/sys_func_registry.h,138
lmd-rt,enum,JitReturnTransport,4,4,3,lambda/runtime/sys_func_registry.h,145
lmd-rt,struct,JitAbiValue,8,4,2,lambda/runtime/sys_func_registry.h,150
lmd-rt,struct,JitAbiArg,12,4,2,lambda/runtime/sys_func_registry.h,154
lmd-rt,struct,JitReturnLane,20,4,4,lambda/runtime/sys_func_registry.h,158
lmd-rt,struct,JitCallEffects,16,4,4,lambda/runtime/sys_func_registry.h,164
lmd-rt,struct,JitCallMetadata,80,8,10,lambda/runtime/sys_func_registry.h,170
lmd-rt,struct,JitImportMetadata,28,4,7,lambda/runtime/sys_func_registry.h,194
lmd-rt,enum,(anonymous),4,4,3,lambda/runtime/sys_func_registry.h,204
lmd-rt,struct,JitImport,48,8,3,lambda/runtime/sys_func_registry.h,241
lmd-rt,struct,SysinfoCache,128,8,16,lambda/runtime/sysinfo.cpp,64
lmd-rt,enum,TemplateSpecificity,4,4,6,lambda/runtime/template_registry.h,14
lmd-rt,struct,TemplateHandlerEntry,24,8,3,lambda/runtime/template_registry.h,24
lmd-rt,struct,TemplateEntry,104,8,16,lambda/runtime/template_registry.h,31
lmd-rt,struct,TemplateRegistry,24,8,3,lambda/runtime/template_registry.h,60
lmd-rt,struct,TemplateStateStore,16,8,2,lambda/runtime/template_state.cpp,17
lmd-rt,struct,TemplateStateKey,24,8,3,lambda/runtime/template_state.h,15
lmd-rt,struct,TemplateStateEntry,32,8,2,lambda/runtime/template_state.h,22
lmd-rt,struct,LoopLabels,48,8,6,lambda/runtime/transpile-mir.cpp,87
lmd-rt,struct,AsyncRegSpill,12,4,3,lambda/runtime/transpile-mir.cpp,100
lmd-rt,struct,MirPropertyKeyEntry,32,8,4,lambda/runtime/transpile-mir.cpp,106
lmd-rt,struct,MirTranspiler,3440,8,108,lambda/runtime/transpile-mir.cpp,115
lmd-rt,struct,LocalFuncEntry,32,8,4,lambda/runtime/transpile-mir.cpp,351
lmd-rt,struct,NativeFuncInfo,40,8,11,lambda/runtime/transpile-mir.cpp,365
lmd-rt,struct,GlobalVarEntry,32,8,5,lambda/runtime/transpile-mir.cpp,384
lmd-rt,struct,CallSiteEntry,112,8,10,lambda/runtime/transpile-mir.cpp,399
lmd-rt,struct,MirIndexedLoopFrame,32,8,4,lambda/runtime/transpile-mir.cpp,1192
lmd-rt,struct,BoxedReg,4,4,1,lambda/runtime/transpile-mir.cpp,1327
lmd-rt,struct,LaneReg,4,4,1,lambda/runtime/transpile-mir.cpp,1331
lmd-rt,enum,FunctionReturnLaneKind,4,4,3,lambda/runtime/transpile-mir.cpp,1412
lmd-rt,enum,MirParamOwnership,4,4,2,lambda/runtime/transpile-mir.cpp,2330
lmd-rt,struct,MirNativeIndexValue,8,4,2,lambda/runtime/transpile-mir.cpp,7502
lmd-rt,struct,MirDenseRootFact,16,8,3,lambda/runtime/transpile-mir.cpp,10603
lmd-rt,struct,MirDenseScan,280,8,8,lambda/runtime/transpile-mir.cpp,10609
lmd-rt,enum,MirIndexStorageKind,4,4,3,lambda/runtime/transpile-mir.cpp,14052
lmd-rt,enum,MirIndexResultKind,4,4,7,lambda/runtime/transpile-mir.cpp,14058
lmd-rt,enum,MirIndexGuardKind,4,4,4,lambda/runtime/transpile-mir.cpp,14070
lmd-rt,enum,MirIndexOobKind,4,4,3,lambda/runtime/transpile-mir.cpp,14081
lmd-rt,enum,MirIndexSlowKind,4,4,3,lambda/runtime/transpile-mir.cpp,14087
lmd-rt,struct,MirIndexLoadPolicy,36,4,9,lambda/runtime/transpile-mir.cpp,14093
lmd-rt,struct,LambdaMapContractCacheEntry,24,8,3,lambda/runtime/transpiler.hpp,21
lmd-rt,struct,Heap,432,8,7,lambda/runtime/transpiler.hpp,27
lmd-rt,struct,Runner,24,8,3,lambda/runtime/transpiler.hpp,74
lmd-rt,struct,Runtime,192,8,29,lambda/runtime/transpiler.hpp,82
lmd-rt,enum,ts_symbol_identifiers,4,4,224,lambda/runtime/ts-enum.h,4
lmd-rt,enum,ts_field_identifiers,4,4,55,lambda/runtime/ts-enum.h,231
lmd-rt,enum,LambdaTypeExclusion,4,4,2,lambda/runtime/type_contract.hpp,7
lmd-rt,enum,LambdaWideResultProof,4,4,3,lambda/runtime/type_contract.hpp,15
lmd-rt,enum,StaticBoundaryResult,4,4,3,lambda/runtime/type_contract.hpp,28
lmd-rt,enum,MapContractRelation,4,4,4,lambda/runtime/type_contract.hpp,34
lmd-rt,enum,JitValueClass,4,4,5,lambda/runtime/value_rep.h,7
lmd-rt,enum,JitAbiRep,4,4,5,lambda/runtime/value_rep.h,14
lmd-rt,enum,ScalarReturnClass,4,4,5,lambda/runtime/value_rep.h,21
lmd-rt,enum,ValueRep,4,4,7,lambda/runtime/value_rep.h,28
lmd-rt,enum,BindingStorage,4,4,4,lambda/runtime/value_rep.h,37
lmd-rt,enum,FnEntryKind,4,4,4,lambda/runtime/value_rep.h,43
lmd-rt,enum,FnErrorLane,4,4,3,lambda/runtime/value_rep.h,49
lmd-rt,enum,FnReturnShape,4,4,4,lambda/runtime/value_rep.h,61
lmd-rt,enum,FnCompanionTransport,4,4,3,lambda/runtime/value_rep.h,74
lmd-rt,enum,(anonymous),4,4,2,lambda/runtime/value_rep.h,90
lmd-rt,struct,HashMapEntry,16,8,2,lambda/runtime/vmap.cpp,54
lmd-rt,struct,HashMapData,32,8,4,lambda/runtime/vmap.cpp,60
lmd-rt,enum,AsgiTransport,4,4,2,lambda/serve/asgi_bridge.hpp,24
lmd-rt,struct,AsgiWorker,736,8,9,lambda/serve/asgi_bridge.hpp,29
lmd-rt,struct,AsgiBridge,80,8,10,lambda/serve/asgi_bridge.hpp,45
lmd-rt,struct,BashBackendData,16,8,2,lambda/serve/backend_bash.cpp,27
lmd-rt,struct,JsBackendData,4,4,1,lambda/serve/backend_js.cpp,26
lmd-rt,struct,PyBackendData,16,8,2,lambda/serve/backend_python.cpp,31
lmd-rt,struct,ParsedJson,16,8,2,lambda/serve/body_parser.hpp,22
lmd-rt,struct,WsgiWorker,728,8,9,lambda/serve/flask_compat.hpp,24
lmd-rt,struct,WsgiBridge,11704,8,8,lambda/serve/flask_compat.hpp,38
lmd-rt,enum,BodyType,4,4,7,lambda/serve/http_request.hpp,28
lmd-rt,struct,MultipartPart,56,8,7,lambda/serve/http_request.hpp,42
lmd-rt,struct,HttpRequest,216,8,22,lambda/serve/http_request.hpp,70
lmd-rt,struct,CookieOptions,40,8,6,lambda/serve/http_response.hpp,27
lmd-rt,struct,HttpResponse,72,8,10,lambda/serve/http_response.hpp,42
lmd-rt,enum,BackendResult,4,4,5,lambda/serve/language_backend.hpp,32
lmd-rt,struct,LanguageBackend,72,8,9,lambda/serve/language_backend.hpp,44
lmd-rt,struct,BackendRegistry,72,8,2,lambda/serve/language_backend.hpp,73
lmd-rt,struct,MiddlewareEntry,32,8,4,lambda/serve/middleware.hpp,36
lmd-rt,struct,MiddlewareContext,32,8,4,lambda/serve/middleware.hpp,47
lmd-rt,struct,MiddlewareStack,24,8,3,lambda/serve/middleware.hpp,61
lmd-rt,struct,CorsOptions,40,8,6,lambda/serve/middleware.hpp,88
lmd-rt,struct,StaticOptions,24,8,4,lambda/serve/middleware.hpp,105
lmd-rt,struct,MimeExtMap,16,8,2,lambda/serve/mime.cpp,158
lmd-rt,struct,OpenApiInfo,64,8,8,lambda/serve/openapi.hpp,23
lmd-rt,struct,OpenApiConfig,80,8,3,lambda/serve/openapi.hpp,34
lmd-rt,struct,OpenApiContext,104,8,4,lambda/serve/openapi.hpp,44
lmd-rt,struct,RestEndpoint,48,8,6,lambda/serve/rest.hpp,19
lmd-rt,struct,RestResource,368,8,16,lambda/serve/rest.hpp,32
lmd-rt,struct,RegisteredEndpoint,64,8,3,lambda/serve/rest.hpp,59
lmd-rt,struct,EndpointRegistry,16392,8,2,lambda/serve/rest.hpp,67
lmd-rt,struct,PathSegments,776,8,3,lambda/serve/router.cpp,158
lmd-rt,struct,RouteNode,184,8,8,lambda/serve/router.hpp,36
lmd-rt,struct,Router,16,8,2,lambda/serve/router.hpp,55
lmd-rt,enum,JsonType,4,4,6,lambda/serve/schema_validator.cpp,22
lmd-rt,struct,RequiredCtx,24,8,3,lambda/serve/schema_validator.cpp,395
lmd-rt,enum,HttpMethod,4,4,11,lambda/serve/serve_types.hpp,19
lmd-rt,enum,HttpStatus,4,4,28,lambda/serve/serve_types.hpp,37
lmd-rt,struct,HttpHeader,24,8,3,lambda/serve/serve_types.hpp,81
lmd-rt,struct,ServerConfig,80,8,13,lambda/serve/serve_types.hpp,96
lmd-rt,struct,ClientConnection,488,8,12,lambda/serve/server.hpp,39
lmd-rt,struct,Server,1008,8,18,lambda/serve/server.hpp,64
lmd-rt,struct,StaticHandlerConfig,40,8,7,lambda/serve/static_handler.hpp,28
lmd-rt,struct,SwaggerUIState,8,8,1,lambda/serve/swagger_ui.cpp,56
lmd-rt,struct,TlsUvWriteReq,200,8,2,lambda/serve/tls_handler.cpp,96
lmd-rt,struct,TlsConfig,48,8,7,lambda/serve/tls_handler.hpp,31
lmd-rt,struct,TlsContext,312,8,11,lambda/serve/tls_handler.hpp,47
lmd-rt,struct,TlsConnection,56,8,7,lambda/serve/tls_handler.hpp,74
lmd-rt,struct,UdsConnection,416,8,8,lambda/serve/uds_transport.hpp,23
lmd-rt,struct,UdsServer,328,8,8,lambda/serve/uds_transport.hpp,35
lmd-rt,struct,WorkerTask,192,8,9,lambda/serve/worker_pool.hpp,39
lmd-rt,struct,WorkerPool,56,8,9,lambda/serve/worker_pool.hpp,55
lmd-rt,struct,Suggestion,16,8,2,lambda/validator/suggestions.cpp,113
lmd-rt,struct,TypeDefinition,40,8,4,lambda/validator/validator.hpp,27
lmd-rt,struct,TypeRegistryEntry,24,8,2,lambda/validator/validator.hpp,34
lmd-rt,enum,ValidationErrorCode,4,4,12,lambda/validator/validator.hpp,42
lmd-rt,enum,PathSegmentType,4,4,5,lambda/validator/validator.hpp,58
lmd-rt,struct,PathSegment,32,8,3,lambda/validator/validator.hpp,67
lmd-rt,union,(anonymous),16,8,4,lambda/validator/validator.hpp,69
lmd-rt,struct,ValidationError,56,8,7,lambda/validator/validator.hpp,79
lmd-rt,struct,ValidationWarning,56,8,7,lambda/validator/validator.hpp,90
lmd-rt,struct,ValidationResult,32,8,5,lambda/validator/validator.hpp,101
lmd-rt,struct,ValidationOptions,40,8,10,lambda/validator/validator.hpp,110
lmd-rt,struct,VisitedEntry,24,8,2,lambda/validator/validator.hpp,146
lmd-rt,class,SchemaValidator,104,8,10,lambda/validator/validator.hpp,165
lmd-rt,class,PathScope,16,8,2,lambda/validator/validator_internal.hpp,30
lmd-rt,class,DepthScope,8,8,1,lambda/validator/validator_internal.hpp,121
lmd-rt,struct,CountConstraint,8,4,2,lambda/validator/validator_internal.hpp,368
radiant,struct,InMemoryBackendState,8,8,1,radiant/clipboard.cpp,120
radiant,struct,CssSourceBuffer,16,8,2,radiant/cmd_layout.cpp,230
radiant,struct,HtmlLoadPhaseTiming,96,8,12,radiant/cmd_layout.cpp,1851
radiant,struct,LayoutFormatRoute,16,8,2,radiant/cmd_layout.cpp,2409
radiant,struct,LayoutTempPathGuard,8,8,1,radiant/cmd_layout.cpp,2663
radiant,struct,LambdaFocusRestore,304,8,6,radiant/cmd_layout.cpp,3837
radiant,struct,LayoutOptions,32984,8,19,radiant/cmd_layout.cpp,4328
radiant,enum,LayoutOptionKind,4,4,3,radiant/cmd_layout.cpp,4360
radiant,struct,LayoutOption,40,8,5,radiant/cmd_layout.cpp,4366
radiant,struct,LayoutPhaseTiming,368,8,46,radiant/cmd_layout.cpp,4463
radiant,struct,CssAnimationLengthSlot,24,8,3,radiant/css_animation.cpp,664
radiant,struct,CssAnimationKeywordOption,8,4,2,radiant/css_animation.cpp,1401
radiant,struct,CssPropIndex,2704,8,1,radiant/css_prop_table.cpp,508
radiant,struct,DisplayListValidationStack,16,4,4,radiant/display_list_storage.cpp,215
radiant,enum,RangeOp,4,4,3,radiant/dom_range.cpp,1341
radiant,struct,ModifyCodepoint,24,8,5,radiant/dom_range.cpp,3212
radiant,struct,DomLineStop,16,8,1,radiant/dom_range.cpp,3840
radiant,struct,DomLineStopList,8200,8,2,radiant/dom_range.cpp,3844
radiant,struct,EditableBoundaryHit,48,8,6,radiant/dom_range_resolver.cpp,671
radiant,struct,VerticalWritingBoundaryHit,24,8,4,radiant/dom_range_resolver.cpp,736
radiant,struct,EditingActionRegistryEntry,72,8,2,radiant/editing_action_registry.cpp,9
radiant,struct,EditingActionRegistry,40,8,6,radiant/editing_action_registry.cpp,14
radiant,struct,EditingTargetRangeStatus,136,8,4,radiant/editing_dispatch.cpp,103
radiant,struct,EditingTargetRangeScope,32,8,4,radiant/editing_dispatch.cpp,179
radiant,struct,EditingTextControlMetrics,16,4,4,radiant/editing_geometry.cpp,245
radiant,struct,EditingRichTextExtents,32,8,5,radiant/editing_geometry.cpp,533
radiant,struct,CeClass,8,4,4,radiant/editing_host.cpp,19
radiant,struct,TargetRangeJoinContent,16,8,2,radiant/editing_target_range.cpp,223
radiant,struct,EditableMarginTextHit,32,8,6,radiant/event.cpp,907
radiant,struct,EmitHandlerContext,56,8,7,radiant/event.cpp,1960
radiant,struct,FormImeDispatchContext,344,8,5,radiant/event.cpp,3614
radiant,struct,DomJsDirtyBound,32,8,6,radiant/event.cpp,4347
radiant,struct,JsCtxScope,32,8,4,radiant/event.cpp,4748
radiant,struct,JsDispatchScope,64,8,9,radiant/event.cpp,4795
radiant,struct,MouseEventBuildArgs,40,8,11,radiant/event.cpp,5017
radiant,struct,PointerEventBuildArgs,40,8,10,radiant/event.cpp,5075
radiant,struct,KeyboardEventBuildArgs,40,8,9,radiant/event.cpp,5129
radiant,struct,InputEventBuildArgs,72,8,6,radiant/event.cpp,5227
radiant,struct,CompositionEventBuildArgs,16,8,2,radiant/event.cpp,5299
radiant,struct,FocusEventBuildArgs,16,8,2,radiant/event.cpp,5326
radiant,struct,SimpleEventBuildArgs,16,8,3,radiant/event.cpp,5352
radiant,struct,WheelEventBuildArgs,32,8,5,radiant/event.cpp,5462
radiant,struct,EventTextRun,24,8,5,radiant/event.cpp,6711
radiant,struct,EventDocumentScope,1,1,1,radiant/event.cpp,7209
radiant,enum,EventType,4,4,16,radiant/event.hpp,56
radiant,struct,Event,16,8,2,radiant/event.hpp,75
radiant,struct,MousePositionEvent,24,8,2,radiant/event.hpp,81
radiant,struct,MouseButtonEvent,32,8,3,radiant/event.hpp,87
radiant,struct,ScrollEvent,32,8,2,radiant/event.hpp,94
radiant,enum,RdtKeyCode,4,4,24,radiant/event.hpp,106
radiant,struct,KeyEvent,32,8,3,radiant/event.hpp,137
radiant,struct,TextInputEvent,24,8,1,radiant/event.hpp,144
radiant,struct,CompositionEvent,32,8,2,radiant/event.hpp,150
radiant,struct,FocusEvent,32,8,2,radiant/event.hpp,156
radiant,union,RdtEvent,32,8,8,radiant/event.hpp,161
radiant,struct,(anonymous),16,8,2,radiant/event.hpp,162
